date,actual,predicted
2024-10-31,0.1587430886533921,0.1474644509723086
2024-11-01,0.1585227190583396,0.1572101859016764
2024-11-04,0.145372423759838,0.1490747967655757
2024-11-05,0.1692723698260682,0.1865946025213893
2024-11-06,0.0651635020843884,0.2621806497602813
2024-11-07,0.0655626307950088,0.1587430886533921
2024-11-08,0.0906010354716314,0.1585227190583396
2024-11-11,0.1036429507431396,0.145372423759838
2024-11-12,0.1159340922566195,0.1692723698260682
2024-11-13,0.1157222813327341,0.0651635020843884
2024-11-14,0.1190432399376499,0.0655626307950088
2024-11-15,0.0294575438927742,0.0906010354716314
2024-11-18,0.0286918758795179,0.1036429507431396
2024-11-19,0.0322626081718036,0.1159340922566195
2024-11-20,0.0542959812469223,0.1157222813327341
2024-11-21,0.0570377754378615,0.1190432399376499
2024-11-22,0.0576056840754577,0.0294575438927742
2024-11-25,0.0591553905676528,0.0286918758795179
2024-11-26,0.0626876060161701,0.0322626081718036
2024-11-27,0.0555918049959027,0.0542959812469223
2024-11-29,0.0455494120582919,0.0570377754378615
2024-12-02,0.0668270656081701,0.0576056840754577
2024-12-03,0.0711238983571497,0.0591553905676528
2024-12-04,0.0801365987784841,0.0626876060161701
2024-12-05,0.0880172793681447,0.0555918049959027
2024-12-06,0.0852378336227688,0.0455494120582919
2024-12-09,0.0837954984729541,0.0668270656081701
2024-12-10,0.0869524289402672,0.0711238983571497
2024-12-11,0.2137906485230783,0.0801365987784841
2024-12-12,0.2192691186593676,0.0880172793681447
2024-12-13,0.2419057403622988,0.0852378336227688
2024-12-16,0.2460180863029755,0.0837954984729541
2024-12-17,0.2682363081904065,0.0869524289402672
2024-12-18,0.0805072226068142,0.2137906485230783
2024-12-19,0.1369948764921178,0.2192691186593676
2024-12-20,0.1580708380159517,0.2419057403622988
2024-12-23,0.1456321582192258,0.2460180863029755
2024-12-24,0.0813932873637173,0.2682363081904065
2024-12-26,0.1522446402220053,0.0805072226068142
2024-12-27,0.1460088617065798,0.1369948764921178
2024-12-30,0.1454654630260294,0.1580708380159517
2024-12-31,0.1415615338688503,0.1456321582192258
2025-01-02,0.1853520934269028,0.0813932873637173
2025-01-03,0.1460687512429152,0.1522446402220053
2025-01-06,0.1309741895037355,0.1460088617065798
2025-01-07,0.1875292860213739,0.1454654630260294
2025-01-08,0.1890008760714819,0.1415615338688503
2025-01-10,0.1290548400405516,0.1853520934269028
2025-01-13,0.1244356162930829,0.1460687512429152
2025-01-14,0.1149764558462334,0.1309741895037355
2025-01-15,0.0745613367800966,0.1875292860213739
2025-01-16,0.0810066659773367,0.1890008760714819
2025-01-17,0.1492957719688172,0.1290548400405516
2025-01-21,0.147336899802348,0.1244356162930829
2025-01-22,0.1426002909710598,0.1149764558462334
2025-01-23,0.1423226118542187,0.0745613367800966
2025-01-24,0.1447975994427797,0.0810066659773367
2025-01-27,0.1107461681148347,0.1492957719688172
2025-01-28,0.1014853919210491,0.147336899802348
2025-01-29,0.100587090159293,0.1426002909710598
